,CON,NJY,NYC,ALB,ALK,ALA,ARK,AUS,ARI,BWI,BCC,CAL,LAX,SAN,SFO,COL,WDC,DEL,FLA,GEO,HWI,IOW,IDA,ILL,IND,KAN,KTY,LOU,MAS,MAN,MAR,MNE,MCH,MIN,MOU,MIS,MON,MEX,NBK,NCA,NDK,NEB,NHA,NJS,NFL,NMX,NVA,NWT,NVT,NEV,NYK,NZL,OHI,OKL,ONT,ORE,PEN,PEI,QUE,RDI,SCA,SDA,SKA,TEN,ASA,DFW,HOU,TEX,CHI,ENG,IOM,IRL,NIR,SCT,WAL,UTA,VIR,VMT,WAS,WSC,WVA,WYO,YKT
Tornado Warning,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Tornado Watch,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Other,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Earthquake,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Power Outage,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Special,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,jbibi3@me.com,",",jbibi1296@gmail.com,jbibi3@me.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Suspicious Device,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Suspicious Substance,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Traffic Advisory,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
Traffic Alert,",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,",",jbibi1296@gmail.com,"
