City Code,"City, State",Type of Alert,Other Codes,Address,Alert Description,Random Code,Date,Time of day
NYK," East Farmingdale, New York", 1 Alarm Fire,, 1930 New Highway," Fire in a 1 story commercial building, mutual aid notified", NYC066,2019-04-17, 21:11
PEN," Philadelphia, Pennsylvania", 1 Alarm Fire,, 3901 Conshohocken Ave," FD reports fire on floor 3 of a 3 story apt bldg, 2&2 in service", PEN093,2019-04-17, 21:01
ARI," Phoenix, Arizona", 1 Alarm Fire, A-5, 17200 N 19th Ave," BC-4 cmd, working fire in a commercial building, req full 1st alarm.", ARI030,2019-04-17, 18:56
HOU," Houston, Texas", 1 Alarm Fire,, Buck St & Crete St, Dist 19 IC - fire in a house. Searches complete. Arson units arriving, HOU039,2019-04-17, 19:52
WVA," Dunbar, West Virginia", Shooting/Stabbing,, 16th St., PD o/s male with GSW. Unk susp. Info. PD searching area., WVA006,2019-04-17, 20:52
ILL," Blue Island, Illinois", 1 Alarm Fire, 154.070, 13426 S. Old Western Ave, FD on scene of a fire in a residential structure. Req full still Box 2119., ILL169,2019-04-17, 19:49
NYC," Queens, New York", Shooting/Stabbing,, 131st Ave & 134th St," Level 1 for a male shot in the thigh and in stable condition, PD searching for a 2 door Cadillac", NYC066,2019-04-17, 20:47
COL," Colorado Springs, Colorado", Major Accident,, E Bijou St & N Academy Blvd, CSFD o/s of a traffic accident with a victim trapped. Extrication in progress., COL005,2019-04-17, 18:44
FLA," Englewood East, Florida", 1 Alarm Fire,, 6315 Shalimar St, FD reports smoke showing from rear of a residence M/A:Sarasota County, FLA110,2019-04-17, 20:39
IND," Indianapolis, Indiana", Shooting/Stabbing, NE-1/10109, 1122 E 16th St," IMPD o/s male & female shot,PD advise male not breathing,homicide enroute", IND030,2019-04-17, 20:39
PEN," Philadelphia, Pennsylvania", Shooting/Stabbing,, 6200 Sherwood Rd, PPD o/s rptg a male shot. Homicide unit reqd., PEN035,2019-04-17, 20:37
NJY," Jersey City, New Jersey", Major Accident,, Rt 1-9 & Sip Ave, JCPD o/s rptg an MVA involving a pedestrian struck. Serious injuries rptd. Req rush on EMS., NJY025,2019-04-17, 20:26
VIR," Newport News, Virginia", Violent Crime,, 400 Goose Circle, NNPD o/s investigating a homicide., VIR123,2019-04-17, 20:23
MAR," Aberdeen, Maryland", Trauma Alert,, 979 Beards Hill Rd, EMD issuing trauma alert for 14 y/o hit during rugby match - Trooper 1 enroute for transport, MAR088,2019-04-17, 20:16
FLA," North Miami, Florida", 1 Alarm Fire,, 1155 Ne 137th St, FD reports fire showing from the 1st floor laundry room in a 5 story residence, FLA110,2019-04-17, 20:07
NEV," Las Vegas, Nevada", Major Accident, LVFR B4, 6700 W Charleston Blvd, 2 Veh Mva 1 Patient Unconscious Not Breathing 2nd Patient Arm Injury Having Trouble Breathing, NEV022,2019-04-17, 17:05
ILL," Chicago, Illinois", Still Alarm Fire,, 9009 S Dauphin Ave, CFD o/s rptg a working fire in a 2 story ordinary dwelling., ILL085,2019-04-16, 18:44
HOU," Houston, Texas", 1 Alarm Fire,, Faculty Ln & N MacGregor Way, Delayed: Dist 46 IC - fire in a house. Searches completed. Arson units on scene, HOU039,2019-04-16, 18:39
IND," Hayden, Indiana", 3 Alarm Fire,, 960 S 900 W, Delayed FD on scene of fully involved recycling complex requesting water and manpower M/A:Bartholomew County M/A:Jackson County, IND032,2019-04-16, 19:36
WDC," Washington, Washington DC", Brush Fire,, Gallatin St & Fort Totten Dr NE," DCFD o/s rptg a 2 acre brush fire, no structures threatened.", WDC023,2019-04-16, 19:34
DFW," Fort Worth, Texas", Shooting/Stabbing,, 3900 Hatcher St," FWPD & FWFD units o/s of a person shot, searching for a possible additional victim.", DFW060,2019-04-16, 18:33
IND," Taylorsville, Indiana", Major Accident,, La salle Dr & Continental Dr, FD on scene of a mva with entrapment child is pinned under a car requesting medical helicopter, IND032,2019-04-16, 19:33
FLA," Ocala, Florida", Break-In/Burglary,, 621 NW 2 St, Ocala Police Dept o/s investigating burglary of an apartment at Parkside Garden Apts, FLA074,2019-04-16, 19:24
NJY," Paterson, New Jersey", 1 Alarm Fire,, 496 Union Ave, FD reports fire in the basement of a 3 story residence extending to 1st floor, NJY041,2019-04-16, 19:20
NJS," Mount Holly Twp, New Jersey", 1 Alarm Fire,, 13 Sussex Rd, FD o/s heavy fire showing from a 2 sty single family w/ people trapped in the basement., NJS048,2019-04-16, 18:48
VIR," Springfield, Virginia", 1 Alarm Fire,, 8100 Squirrel Run Rd, FD o/s kitchen fire in a 2 sty townhouse-fire now declared knocked down. Overhaul in prg., VIR068,2019-04-16, 18:45
VIR," Middletown, Virginia", Major Accident, 155.295, 302 I81 Nb," C11 CMD, one vehicle rollover w/ entrapment, one patient for flyout. LZ near scene. Is on exit ramp. M/A:Strasburg", VIR003,2019-04-16, 18:44
MAS," Easthampton, Massachusetts", Violent Crime,, 133 Holyoke St, PD o/s Female assaulted with the blunt end of an axe - EMS evaluating - Possible female PERP, MAS028,2019-04-16, 18:38
OHI," Toledo, Ohio", 1 Alarm Fire, OPS-10-4, 1065 Garden Lake Pkwy, E-9 o/s working fire in an occupied apartment building. Civilians w/ injuries. Fire k/d., MCH048,2019-04-16, 18:35
KTY," Independence, Kentucky", Hazmat,, 10801 Brentwater Place #A, IFD 451 o/s Gas Leak In Apt Building Req Medics For Patient c/o Headache, KTY017,2019-04-16, 18:34
COL," Colorado Springs, Colorado", Major Accident,, Fillmore Ave & Union Blvd, Delayed-CSPD & Medics o/s MVA w/ critical injury-rpted serious life threat. Accident recon ongoing., COL039,2019-04-16, 16:31
ARI," Tucson, Arizona", Major Accident,, S Alvernon Way & E Irvington Rd, FD & SO o/s multi-veh MVA w/ multiple serious traumatic injuries rpted. Addtl ambulances enrt., ARI020,2019-04-16, 16:30
RDI," Providence, Rhode Island", Working Fire, pfd ch2, 137 Hawkins St, U/D:Correct Town Fire 3rd Floor Of A 3-story Wood Frame, MAS074,2019-04-16, 18:28
PEN," Chester, Pennsylvania", Shooting/Stabbing,, W 9th St & Engle St, CPD o/s male found shot inside a Ford Explorer-serious injury. FD & EMS rolling., PEN115,2019-04-16, 18:28
RDI," Pawtucket, Rhode Island", Working Fire, pfd ch2, 137 Hawkins St, E12 Tx The Wf For Fire On The 3rd Floor Of A 3-story Wood Frame Dwh, MAS074,2019-04-16, 18:27
NJS," Salem, New Jersey", 1 Alarm Fire,, 92 7th St, FD o/s working fire in a 2 sty single family-lines operating for interior operations., NJS048,2019-04-16, 18:25
DFW," Dallas, Texas", 1 Alarm Fire, 453.875, 6800 Arapaho Rd, FD O/S with smoke from the eves of a 2 story apartment building., DFW156,2019-04-16, 17:12
MAS," Boston, Massachusetts", Perp Search/Chase, 460.500, 46 St Stephen St," BPD NUPD o/s attempted B&E to the house, 2 WMAs 50s 1 red shirt 1 blue shirt fled to Mass Av", MAS198,2019-04-16, 18:00
HWI," Haaula, Hawaii", Aircraft Down,, Sacred Falls, BC_3 o/s helicopter down. 4 victims w/ minor inj. EMS evaluating victims., HWI016,2019-04-16, 11:50
NYC," Queens, New York", Shooting/Stabbing,, 21st St & 35th Ave," EMS requested for a male shot, no condition at this time, 1 suspect in custody", NYC066,2019-04-16, 17:46
LAX," Santa Ana, California", 1 Alarm Fire,, 2221 N victoria dr," E72 o/s single family residential with working room context fire, requesting ambulance for patient", LAX062,2019-04-16, 14:43
ONT," Gravenhurst, Ontario - Canada", 1 Alarm Fire,, Bagley Rd & Graham Lane," Delayed: Fire In A Single Family House, Heavy Smoke & Flames On Arrival, Still An Active Scene", ONT110,2019-04-16, 17:41
NYC," Manhattan, New York", Major Accident,, 7th Ave & W 33rd St," Pedestrian struck by a vehicle, EMS o/s packaging for transport with serious injuries", NYC066,2019-04-16, 17:38
MAR," Brandywine, Maryland", Working Fire,, 11809 Lusby Lane, Units have fire showing at gasâ€™meter w/ extension M/A:Charles County, MAR046,2019-04-16, 17:38
CON," Enfield, Connecticut", Brush Fire,, I-91 @ Sward Ave., FD o/s good area of brush going- spreading rapidly- Longmeadow M/A., CON196,2019-04-16, 17:37
MAR," Fort Washington, Maryland", Working Fire,, 9008 Little Stone Drive, Working fire in 2 story single family home, MAR046,2019-04-16, 17:33
NYK," Gorham, New York", Major Accident,, Lake to Lake Rd & Co Rd 18, FD o/s 2 veh MVA w/ 1 ejected into a ditch full of water-unresponsive. MercyFlight launched., NYK178,2019-04-16, 17:17
NYC," Queens, New York", Shooting/Stabbing,, Myrtle Ave & Summerfield St., PD o/s rptg a victim slashed. 2 male perps fled in a gray 2007 Toyota Rav 4., NYC249,2019-04-16, 17:05
DFW," Garland, Texas", 1 Alarm Fire, Ops 1, 4833 Redwood Pl, Amb 4 on scene 1 story residence heavy smoke from roofline. Working fire declared., DFW248,2019-04-16, 16:04
MAS," Walpole, Massachusetts", Brush Fire,, West St & W Pine St, FD o/s 3 acre brush fire w/ difficult access. Full assignment operating., MAS189,2019-04-16, 17:04
NYC," Queens, New York", Shooting/Stabbing,, Baisley Blvd & Guy R Brewer Blvd.," PD o/s rptg a male stabbed and slashed on the back of his neck, req rush on EMS.", NYC249,2019-04-16, 17:03
MAS," Methuen, Massachusetts", 1 Alarm Fire,, 401 Griffin Brook Dr," [Delayed] E3 reports 3 story brick comm, dumpster fire close to propane tank and building Box Struck", NHA001,2019-04-16, 17:04
ONT," Brampton, Ontario - Canada", Major Accident,, Bramalea Rd & Balmoral Dr," PRP o/s rptg an MVC with 1 patient with serious injuries, going to Toronto Trauma Centre.", ONT003,2019-04-16, 16:56
ILL," Chicago, Illinois", Shooting/Stabbing,, 5612 S Wood St, U/D: Corrected address for the male fatally shot in the head., ILL085,2019-04-16, 15:53
PEN," Philadelphia, Pennsylvania", Armed Robbery,, Shawmont Ave & Ridge Ave, PPD o/s rptg an armed carjacking. Unknown vehicle description., PEN035,2019-04-16, 16:50
ILL," Chicago, Illinois", Shooting/Stabbing,, 5226 S Wood St, U/D: Units o/s rptg this is a confirmed homicide., ILL085,2019-04-16, 15:48
NYK," Lawrence, New York", Major Accident,, 195 Broadway," LCFD units o/s MVA involving an NCPD RMP with confirmed pin, extrication completed. Helo o/s.", NYC249,2019-04-16, 16:47
MAS," Monson, Massachusetts", Special,, Main St," Columbia Gas advising the Town of over-pressurization of gas lines. Currently, no leaks reported", MAS133,2019-04-16, 16:45
NYK," Albany, New York", Shooting/Stabbing,, 91 Delaware Ave, Services O/S of a female and male with stab wounds in the area. PD gathering perp info., NYK188,2019-04-16, 16:44
FLA," Wilton Manors, Florida", Trauma Alert, FLFR Disp 1, 2000 Ne 15th Ave," Station 16 arrival, five year old child found face down in a pool, CPR in progress. M/A:Fort Lauderdale", FLA005,2019-04-16, 16:42
ILL," Chicago, Illinois", Shooting/Stabbing,, 5226 S Wood St, CPD o/s rptg a confirmed person shot. Unknown severity of injuries., ILL085,2019-04-16, 15:39
MAR," Laurel, Maryland", Working Fire,, 9115 Contee Rd," Box 49-01: PGFD o/s rptg fire on the 2nd floor of a 3 story apartment building, W/F disp, K/D", MAR055,2019-04-16, 16:38
IND," Aurora, Indiana", Technical Rescue,, 8680 Lower Dillsboro Rd, AFD o/s large animal rescue-cow w/ head inside in an overturned disc plow. Extrication tools working, OHI015,2019-04-16, 16:35
MAR," Laurel, Maryland", 1 Alarm Fire,, 9115 Contee Rd, Box 49-01: PGFD o/s rptg fire showing from the 2nd floor of a 3 story apartment building, MAR055,2019-04-16, 16:28
NJY," Hoboken, New Jersey", Major Accident,, Newark St & Hudson St, U/D: Car Fled Original Accident Scene then crashed in to Pedestrian. 1 Major Injury. Driver arrested., NJY050,2019-04-16, 16:19
MCH," Detroit, Michigan", 1 Alarm Fire, FS-9/TG-8252, Marlborough St & Chandler Park Dr, E-52 o/s working fire in a dwelling. E-52 stretching. CH-9 will be I/C., MCH048,2019-04-16, 16:19
NYC," Manhattan, New York", Brush Fire, 482.10625, Amsterdam Ave & W 170th St," Box 1720: FD o/s rptg a large area brush fire in Highbridge Park, difficult access.", NYC249,2019-04-16, 16:09
MOU," Saint Louis, Missouri", 1 Alarm Fire,, Alexander St & Dunnica Ave," STLFD o/s rptg heavy smoke showing from a 2 story brick mult dwelling, 1 LSO", MOU064,2019-04-16, 15:08
MAR," Baltimore, Maryland", Violent Crime,, 623 Linnard St," BPD o/s rptg shots fired with shell casings found, suspect fled in a blue Chevy Mailbu, VA plates.", MAR055,2019-04-16, 16:06
LAX," Los Angeles, California", Major Accident," Ch7,12", 460 W 90th St, LAFD onscene of a TC with 2 pts trapped. Unknown injuries. [PIO], ARI666,2019-04-16, 13:01
FLA," West Palm Beach, Florida", 2 Alarm Fire, 7A, 4200 N Flagler Dr," U/D: Command canceling the 2nd alarm units, fire contained to one room and is knocked down. M/A:Palm Beach County", FLA125,2019-04-16, 15:57
SAN," San Diego, California", Veh Pursuit, CHP, I-805 SB s/o Murray Ridge," Silver Porsche at 100mph+, using shoulders.", SAN029,2019-04-16, 12:55
FLA," West Palm Beach, Florida", 2 Alarm Fire, 7A, 4200 N Flagler Dr," BC1 ordering a 2nd alarm, fire on a lower level of a large vessel. Foam truck 2 assigned. M/A:Palm Beach County", FLA125,2019-04-16, 15:54
KAN," Overland Park, Kansas", Major Accident, TG 30102, SB US-69 SO 135th ST," FD PD O/S semi v.s. passenger car, semi flipped in median extrication req, 1 lane open", KAN005,2019-04-16, 14:53
FLA," Pembroke Park, Florida", Veh Pursuit, BSO Disp 4, I-95 & Pembroke Rd," U/D: Miami-Dade PD is the lead car, two occupants, one wanted for murder, N/B entering Palm Beach Co. M/A:Palm Beach County M/A:Miami-Dade County", FLA005,2019-04-16, 15:13
IND," Greene Twp, Indiana", Brush Fire,, 25200 Roosevelt Rd, FD o/s of a 3-4 acre brush fire, IND273,2019-04-16, 15:11
PEN," Yeadon, Pennsylvania", Major Accident, 506.81250, 900 Church Ln," Chief 16 o/s reporting 1 vehicle into a pole w/ 1 vic trapped, Requested Rescue 19, Rescue Tools i/s", PEN018,2019-04-16, 15:11
FLA," Melrose, Florida", Major Accident,, 101 Paran Church Rd," FHP reports an MVC, one fatality. Crash not affecting traffic.", FLA100,2019-04-16, 15:07
FLA," North Miami Beach, Florida", Major Accident, North, Ne 11th Ave & Ne 160th St," R19 / E30 o/s MVA w/ injs, one trauma alert going by ground.", FLA125,2019-04-16, 14:58
KAN," Overland Park, Kansas", Major Accident," TG 30102, 31351", 135th & Metcalf," PD & FD o/s of a Car v Motorcycle. 1 pt, unconscious. EB & WB 135th reduced to 1 lane", KAN009,2019-04-16, 13:59
PEN," Palmer, Pennsylvania", Major Accident,, Newlins Mill Rd & Tatamy Rd," Services o/s, two car MVC, one patient trapped. Jaws working.", PEN320,2019-04-16, 14:56
OHI," Groveport, Ohio", Technical Rescue, BN4 FG, 6001 Green Pointe Dr, Bttalion 18 on scene of large warehouse. 1 worked with hand trapped in equipment M/A:Columbus, OHI065,2019-04-16, 14:55
FLA," Satellite Beach, Florida", Technical Rescue,, 815 Hwy A1a," Person in the water in distress, ocean rescue units responding.", FLA318,2019-04-16, 14:55
OHI," Farmersville, Ohio", 1 Alarm Fire,, 15150 Chicken Bristle Rd, FFD o/s working fire in a single family dwelling-req additional tankers to scene M/A:Preble County, OHI015,2019-04-16, 14:44
NJY," Newark, New Jersey", 1 Alarm Fire,, 100 Schley St," NFD o/s rptg heavy fire showing from the rear of a 3 story dwelling, S/C extra 2 engs, 1 truck", NJY025,2019-04-16, 14:44
MCH," Flint, Michigan", 1 Alarm Fire, 25FLTF2, S Ballenger Hwy & W Court St, Truck-15 o/s heavy fire in a vacant dwelling. Battalion has cmd. Fire k/d., MCH048,2019-04-16, 14:40
FLA," Ocala, Florida", Break-In/Burglary,, 320 NW 1st Ave, Ocala Police Dept o/s investigating bruglary of The Salvation Army Bldg, FLA074,2019-04-16, 14:34
FLA," Waterford Lakes, Florida", Hazmat,, 12912 Waterford Wood Circle," OCFR investigating a reported gas leak with one person reported sick, Squad 3 o/s for Special Ops", FLA067,2019-04-16, 14:34
SFO," Oakland, California", 1 Alarm Fire,, Bowling Dr & Country Club Dr, Delayed - OFD rptd fire on the 1st floor of a 3 story house. Fire is now under control., SFO039,2019-04-16, 11:33
NHA," Winchester, New Hampshire", Major Accident,, 300 Manning Hill Rd," Truck vs car, driver of the car is seriously injured.", NHA070,2019-04-16, 14:33
NYC," Brooklyn, New York", Hazmat,, 77 Freeman St," Box 0027: AHW per BN35, gas leak in a three story building. Req utility company.", NYC046,2019-04-16, 14:17
MAS," Holyoke, Massachusetts", Veh Pursuit,, I-91 S Exit 15," PD chasing a vehicle wanted for motor vehicle violations, also seen in area of B&E. CT plates", MAS133,2019-04-16, 14:11
OHI," Cincinnati, Ohio", 1 Alarm Fire, 31 CMD B, 4848 Paddock Road, CFD E9 o/s 2 Sty Brick Smoke Showing From Front & Rear Lines Being Charged, KTY017,2019-04-16, 14:12
NHA," Jaffrey, New Hampshire", 2 Alarm Fire,, 74 North St," Working fire, one story, single family dwelling. Heavy fire. 2nd alarm requested.", NHA070,2019-04-16, 14:06
FLA," Vero Beach, Florida", Major Accident,, 3300 66th Ave," IRCSO o/s rollover MVA, 2 trauma alerts by medevac [FLA071]", CON203,2019-04-16, 14:01
PEN," Colwyn, Pennsylvania", 1 Alarm Fire, 506.81250, 311 S 4Th St," Eng4 o/s smoke showing, Handlines I/S, Fire running the porch, cmd req additional eng & lad", PEN018,2019-04-16, 14:00
PEN," Philadelphia, Pennsylvania", 1 Alarm Fire,, 2800 N Lee St," Smoke showing from a two story row dwelling, 2&2 in service.", PEN320,2019-04-16, 13:57
NHA," Jaffrey, New Hampshire", Working Fire,, 74 North St," Working fire, one story, single family dwelling. Heavy smoke showing.", NHA070,2019-04-16, 13:55
LAX," Angeles Forest, California", Major Accident,, 9501 N San Gabriel Canyon Rd," BC-16 o/s vehicle over the side into water, 1 patient, req dive team, 2 FF entering water.", LAX111,2019-04-16, 10:54
ARI," Fort McDowell, Arizona", Aircraft Down,, Yavapai Rd & Fort McDowell Rd," Units onscene for a helicopter that has crashed, 1 SOB on board, deceased.", ARI666,2019-04-16, 11:45
ARI," Phoenix, Arizona", Airport Alert, Ch7, 3400 E Sky Harbor Blvd, Units enroute to Runway 26N for a aircraft with a IFE., ARI666,2019-04-16, 11:41
DFW," Dallas, Texas", Major Accident, 453.875, 1657 S Corinth St Rd, BN 5 on scene mva people pinned requested a 3rd rescue., DFW424,2019-04-16, 12:40
ARI," Phoenix, Arizona", Perp Search/Chase, PhxPD A4, 1112 W Corona Ave," Units setting a perimeter for a heavy set male, unknown wants. K-9 & Undercovers enroute.", ARI666,2019-04-16, 11:39
MAR," Germantown, Maryland", Major Accident,, Forest Brook Rd & Ferry Landing Cir," MCFR o/s MVC, person was trapped, now extricated, traumatic injuries", MAR137,2019-04-16, 13:36
FLA," Weston, Florida", Trauma Alert, Tac 3, 20330 SW 45 St, R55 o/s drowning PT pulled from the water w/ CPR initiated., FLA125,2019-04-16, 13:29
MAS," Cambridge, Massachusetts", Shooting/Stabbing,, 600 Massachusetts Ave, Delayed - Fight in front of Supreme Liquors with one person stabbed., MAS378,2019-04-16, 13:29
NHA," Plaistow, New Hampshire", Working Fire,, 58 Plaistow Rd, Working fire in a commercial structure. Smoke showing., NHA070,2019-04-16, 13:19
MAS," Harwich, Massachusetts", Major Accident,, Route 6 @ Exit 10," MVA w/ entrapment, extrication is complete, PT loaded in to the medevac. W/B blocked.", MAS354,2019-04-16, 13:18
PEN," Richland, Pennsylvania", 1 Alarm Fire,, 700 Coleman Ave," FD working a building fire w/ heavy smoke showing, unknown type of occupancy.", PEN079,2019-04-16, 13:13
ARI," Phoenix, Arizona", Hazmat, A8 153.770, 18th St & Oak St, E61 onscene of a gas leak. SwGas enroute., ARI666,2019-04-16, 11:10
WVA," Dunbar, West Virginia", Veh Pursuit,, 10th St & Myers Ave., Multiple units in pursuit of vehicle. Veh has now crashed. 1 in custody. Reqt. EMS for injured civi. M/A:Charleston M/A:Kanawha County, WVA006,2019-04-16, 13:08
NEV," Mountian Springs, Nevada", Major Accident, CCFD B6, Sr 160 Mm 29, Single veh r/o 2 patients trapped NHP ons reqs 2nd ambulance to the expedite M/A:Nye County, NEV022,2019-04-16, 10:07
FLA," Fort Lauderdale, Florida", Major Accident, BSOFR Tac 1, McNab Rd & NW 2 Ave," Station 53 arrival, accident with entrapment, adult female trauma alert by ground. M/A:Pompano Beach", FLA005,2019-04-16, 13:04
FLA," Merritt Island, Florida", Major Accident,, Sr 520 & N Plumosa St," E44 reporting an MVA w/ entrpament, three patients, non-life threatening injs.", FLA318,2019-04-16, 13:04
VIR," Petersburg, Virginia", 1 Alarm Fire,, Hanover St & Patterson St," Working fire, smoke showing from a dwelling. Fire U/C.", VIR111,2019-04-16, 13:03
DFW," Royce City, Texas", Veh Pursuit, PD Disp, i30 & FM548, U/D: Suspect drove off into the grass WBi30 near Dalrock. Suspect in custody., DFW096,2019-04-16, 12:02
DFW," Royce City, Texas", Veh Pursuit, PD Disp, i30 & FM548," U/D: WB i30 coming into Rockwall, stolen Brown chevy malibu speeds 80-90. M/A:Hunt County", DFW096,2019-04-16, 11:55
DFW," Royce City, Texas", Veh Pursuit, PD Disp, i30 & FM548, Royce City PD in chase of unkn vehicle / unkn wants. Requesting Hunt Co DPS M/A:Hunt County, DFW096,2019-04-16, 11:50
NYK," Plainview, New York", Major Accident, 477.162, 1082 Old Country Rd," Fd O/s With A Ped Struck By Auto, Req Helo For Transport Pt Unconscious", NYK076,2019-04-16, 12:45
FLA," Jacksonville, Florida", Major Accident, A-3 TG-1089, N Broad St & W State St, E1 o/s Injury Crash Issuing Trauma Alert: Adult w/ 2 Long Bone Fractures, FLA077,2019-04-16, 12:43
FLA," Titusville, Florida", Trauma Alert,, 5 Indian River Ave, R20 issuing trauma alert for male that jumped from 3rd story balcony of a condo, FLA057,2019-04-16, 12:41
NYK," Gates, New York", Technical Rescue, 158.88, Lyell Ave & Barge Canal," E4522 on scene with a male 30 feet down hanging on a cliff, Monroe County Spec Ops requested M/A:Monroe County", NYK000,2019-04-16, 12:30
NHA," Exeter, New Hampshire", Working Fire,, 63 Park St, Working fire declared in a 2.5 story large dwelling., NHA070,2019-04-16, 12:28
FLA," Lauderdale Lakes, Florida", Perp Search/Chase, BSO Disp 7, 4205 NW 31 Ave," BSO in a foot pursuit after four males, possible burglary suspects. Two detained.", FLA005,2019-04-16, 12:25
MAR," Baltimore, Maryland", Officer Assist,, 1933 Harman Ave., BPD Officer involved in a fight with a suspect. Suspect now in custody. Aviation also o/s., MAR055,2019-04-16, 12:24
ARI," Sun City, Arizona", Major Accident, K6 1615, 15400 N Bowling Green Dr," Units o/s of a crash involving a pedestrian, 1 pt, serious injury. M132 enroute Thunderbird Trauma.", ARI666,2019-04-16, 10:23
MAS," Norwell, Massachusetts", Major Accident,, Route 3 @ MM 29," MVC with one patient pinned, possible serious injs, N/B delays.", MAS352,2019-04-16, 12:18
NHA," Exeter, New Hampshire", 1 Alarm Fire,, 63 Park St," Smoke showing from a dwelling, ACW.", NHA070,2019-04-16, 12:17
NYK," New Berlin, New York", 1 Alarm Fire,, 525 Cr 17," Working fire in a private dwelling, fire placed under control.", NYK117,2019-04-16, 12:17
FLA," Coral Springs, Florida", Trauma Alert, FD-1, 4463 NW 112 Ave," R71 o/s PT fell, precautionary trauma alert going by ground.", FLA125,2019-04-16, 12:10
NYK," Lake Carmel, New York", Hazmat,, 15 Heathcote Rd, FD req hazmat for a large fuel spill at a residence, NYK103,2019-04-16, 12:08
FLA," Hialeah, Florida", 1 Alarm Fire,, 2296 W 80th Street," Hialeah FD had fire in a warehouse, fire is under control, FFs doing overhaul", FLA067,2019-04-16, 12:07
ONT," Brampton, Ontario - Canada", 1 Alarm Fire,, 7657 Bramalea Rd," Matcor-Matsu Group Inc, fire in a dust collector, fire under control", ONT110,2019-04-16, 12:03
QUE," Montreal, Quebec - Canada", 3 Alarm Fire,, Saint-Anne St & Rue Lalonde," SIM o/s fire in a commercial business, now a 3rd alarm.", QUE005,2019-04-16, 12:02
SCA," Columbia, South Carolina", 1 Alarm Fire,, 3700 Anwood Dr, CFR reports fire in a residence now out, SCA021,2019-04-16, 12:01
ILL," Beach Park, Illinois", Working Fire,, 12568 W Hendee Rd, BPFD reports working fire in a residence, ILL193,2019-04-16, 10:59
MAR," Gaithersburg, Maryland", Hazmat,, Snouffer School Rd & Flower Hill Wy," Corrected City/6-inch gas main struck, full box assmnt & HazMat 728 o/s w/evacuations", MAR137,2019-04-16, 11:52
NYK," Pittsfield, New York", 1 Alarm Fire,, 525 County Rd 17, FD reporting working fire in a 1 story wood frame residence, NYK115,2019-04-16, 11:50
FLA," Merritt Island, Florida", 1 Alarm Fire,, 655 Heather Stone Dr, E41 reports working exterior fire / poss hot tub w/ extension to a 2 story residence, FLA057,2019-04-16, 11:43
PEN," Dyberry Twp, Pennsylvania", 2 Alarm Fire,, 22 Coffee Pot Lane, FD struck 2nd alarm for a working residential fire, PEN080,2019-04-16, 11:42
NJY," Woodbridge, New Jersey", 1 Alarm Fire,, 821 St George Ave, FD o/s rptg stacks of pallets and dumpsters burning against a warehouse. M/A Colonia, NJY025,2019-04-16, 11:38
MAS," Boston, Massachusetts", Hazmat,, 400 Frontage Rd, FD requesting National Grid for a gas leak in the roadway, MAS227,2019-04-16, 11:36
PEN," Conyngham, Pennsylvania", Violent Crime,, 321 S Main St, PD reports shots fired near CVCO Recreation Center - bullet struck nearby house - no injs, PEN080,2019-04-16, 11:34
FLA," Fort Lauderdale, Florida", 1 Alarm Fire,, 220 SW 31st St, Batt 13 o/s industrial warehouse on fire - working fire declared evacuation in progress, FLA063,2019-04-16, 11:33
NYC," Bronx, New York", 1 Alarm Fire (10-75), 482.00625, 652 E 187th St," U/D: BC-18 rpts fire on the top flr of a 5-stry 100x40 mult dwelling, fire is now PWH", NYC249,2019-04-16, 11:21
NCA," Zebulon, North Carolina", Hazmat,, 600 Worth Hinton Rd, FD reports gas main break - mitigation in progress, NCA023,2019-04-16, 11:15
PEN," Stowe Twp, Pennsylvania", 1 Alarm Fire, 471.6375, 433 Phillips Ave," Units o/s 2.5 sty single fam, working attic/roof fire", PEN084,2019-04-16, 11:14
MAR," Flower Hill, Maryland", Hazmat,, Snouffer School Rd & Flower Hill Wy, FD reports gas main rupture - unk size line - gas co enroute - road closures in area, MAR088,2019-04-16, 11:08
NYC," Bronx, New York", 1 Alarm Fire (10-75), 482.00625, 652 E 187th St, Box 3326: Working fire transmitted for fire in a 5-stry occupied mult dwelling, NYC249,2019-04-16, 11:08
CON," Berlin, Connecticut", Shooting/Stabbing,, 2387 Berlin Turnpike," PD o/s male victim stabbed at the days inn motel, no suspect in custody", CON203,2019-04-15, 18:14
MAR," Winfield, Maryland", Working Fire,, 7023 Woodbine Road," Box Alarm 14-10: FD o/s hvy fire single family house, Tanker Task Force/Rapid Intervention Dispatch M/A:Howard County", MAR137,2019-04-15, 18:13
ONT," Toronto, Ontario - Canada", 2 Alarm Fire,, 21 Driftwood Ct, TFD & TPS o/s heavy smoke showing from a 3 sty multi-family-CMD req 2nd Alarm. Lines operating., ONT013,2019-04-15, 18:06
NYC," Queens, New York", 1 Alarm Fire All Hands,, 209-04 34 Avenue," Box 6173: FDNY used All Hands for electrical fire in basement, fire under control", MAR137,2019-04-15, 18:07
NJY," Lodi, New Jersey", 1 Alarm Fire,, 64 Mitchell St, FD o/s working fire in a 2 sty single family-lines operating for interior operations., NJY033,2019-04-15, 17:58
FLA," Alafaya, Florida", Hazmat,, 837 Starlight Cove Road," OCFR o/s gas odor in apartment building, several evacuations, 1 line stretched", FLA067,2019-04-15, 17:57
